"recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","cntry","pspwght"
2,2,2,2,2,4,3,2,5,"DK",0.298807710409164
4,3,3,1,1,1,2,2,5,"DK",2.0501537322998
4,4,1,2,1,2,2,2,2,"DK",1.30031871795654
4,3,2,2,2,5,2,1,3,"DK",0.435738354921341
4,3,1,1,1,2,2,1,3,"DK",0.69100683927536
3,3,3,2,2,3,2,2,5,"DK",0.962265491485596
4,4,2,4,2,3,3,3,3,"DK",0.969627976417542
3,2,2,2,2,2,3,3,2,"DK",0.757956624031067
3,3,2,2,2,4,1,3,3,"DK",0.575049757957458
4,4,2,2,2,3,2,2,4,"DK",1.30064022541046
4,4,1,2,1,4,2,2,2,"DK",0.69100683927536
4,4,2,2,1,4,2,2,NA,"DK",0.706447124481201
4,3,2,3,3,4,2,2,4,"DK",1.42569100856781
3,3,1,1,1,5,1,NA,5,"DK",0.613994479179382
3,3,1,1,1,5,1,1,2,"DK",0.435738354921341
3,3,3,3,2,3,2,2,4,"DK",0.429687649011612
4,4,3,1,1,3,2,2,2,"DK",3.44732046127319
3,3,3,2,2,4,1,3,3,"DK",0.854697167873383
3,4,1,3,4,5,1,2,2,"DK",0.706447124481201
4,4,3,2,1,4,4,1,4,"DK",0.613994479179382
4,3,2,2,2,4,5,2,2,"DK",0.397959649562836
4,3,1,1,1,2,2,1,5,"DK",0.444774657487869
2,3,1,1,1,4,2,2,4,"DK",0.292737066745758
3,3,2,2,1,4,2,3,3,"DK",0.599020481109619
4,4,2,3,1,3,1,2,3,"DK",0.854697167873383
4,2,2,2,3,4,2,2,3,"DK",1.30031871795654
3,3,1,1,1,2,2,2,3,"DK",0.444774657487869
3,3,1,1,1,2,2,2,3,"DK",0.464231073856354
4,3,3,2,2,4,4,2,3,"DK",1.30031871795654
4,4,3,1,1,3,2,2,2,"DK",0.722516298294067
3,2,3,2,3,1,1,1,1,"DK",2.53084993362427
2,4,2,2,2,4,1,3,4,"DK",0.59813666343689
4,4,1,1,2,4,2,4,2,"DK",0.910217583179474
4,3,4,2,2,4,2,2,5,"DK",0.444774657487869
2,2,2,2,2,2,3,2,4,"DK",0.69100683927536
4,3,1,1,1,4,2,1,3,"DK",3.44732046127319
4,4,2,1,1,4,1,2,4,"DK",0.962265491485596
3,3,3,3,2,4,2,2,2,"DK",1.35485637187958
4,3,2,2,2,3,2,2,2,"DK",1.35485637187958
4,3,2,2,1,4,2,2,4,"DK",0.298807710409164
4,4,2,1,1,3,1,2,4,"DK",0.402432858943939
NA,4,2,2,NA,3,1,1,3,"DK",0.42697611451149
3,3,2,2,2,4,2,4,4,"DK",1.36993169784546
3,3,1,2,2,5,2,1,2,"DK",0.599020481109619
3,3,3,3,3,4,2,3,2,"DK",2.36605453491211
4,4,2,3,2,3,2,2,4,"DK",1.42569100856781
3,3,1,1,2,2,3,2,5,"DK",0.292737066745758
3,3,1,1,1,3,2,2,2,"DK",0.962265491485596
3,3,4,2,2,4,2,2,4,"DK",0.69100683927536
4,3,1,2,1,4,2,2,3,"DK",0.69100683927536
3,3,3,4,2,3,2,2,5,"DK",0.728044867515564
3,3,2,2,2,4,2,2,2,"DK",0.418301582336426
4,4,2,2,1,3,2,1,4,"DK",0.444774657487869
2,1,3,1,1,4,2,4,2,"DK",1.03242754936218
4,4,3,2,2,4,2,2,2,"DK",1.30064022541046
3,4,3,1,1,2,2,2,2,"DK",0.757956624031067
4,NA,4,4,1,4,3,1,2,"DK",0.613994479179382
3,4,2,2,2,2,2,2,3,"DK",0.753583550453186
2,2,1,3,4,3,1,1,3,"DK",0.706447124481201
4,3,2,2,2,3,3,1,4,"DK",0.42697611451149
4,3,4,3,3,4,1,2,4,"DK",0.613994479179382
2,2,2,2,1,2,2,2,3,"DK",2.85386919975281
NA,2,2,2,3,4,2,3,4,"DK",0.854697167873383
4,4,2,2,1,5,2,1,4,"DK",0.69100683927536
4,4,1,1,1,NA,1,1,5,"DK",0.418301582336426
4,4,3,2,2,4,2,2,2,"DK",1.16016113758087
4,3,3,2,2,2,1,2,2,"DK",1.2122505903244
3,2,4,2,1,3,2,2,3,"DK",0.890325129032135
4,4,1,1,1,3,3,2,4,"DK",0.464231073856354
3,3,1,2,2,5,1,4,4,"DK",1.1217075586319
4,4,1,1,1,3,2,2,3,"DK",0.464231073856354
4,2,1,NA,1,3,1,2,3,"DK",1.35485637187958
4,3,1,2,2,4,2,2,4,"DK",1.3967262506485
4,4,3,2,1,2,1,1,4,"DK",1.14171099662781
4,4,2,2,2,5,1,3,4,"DK",1.30064022541046
4,3,1,2,2,3,2,3,3,"DK",3.96581816673279
4,3,2,2,1,4,2,3,5,"DK",0.854697167873383
4,4,3,1,1,4,NA,1,NA,"DK",0.435738354921341
3,2,2,2,2,3,2,2,4,"DK",4
3,3,3,3,2,1,1,1,4,"DK",0.435738354921341
3,3,3,3,2,4,1,2,1,"DK",0.530435383319855
2,3,4,4,2,3,3,1,5,"DK",0.389874458312988
4,4,3,2,1,4,2,2,4,"DK",0.444774657487869
3,3,1,2,2,3,1,3,3,"DK",1.08131897449493
4,3,3,2,2,3,2,3,2,"DK",0.757956624031067
4,3,1,1,1,2,2,2,4,"DK",0.78955203294754
2,3,2,2,2,2,1,3,4,"DK",1.20852220058441
4,3,2,2,2,5,2,3,3,"DK",0.706447124481201
4,4,4,NA,2,2,2,2,4,"DK",0.435738354921341
4,4,1,1,1,4,1,1,1,"DK",0.42697611451149
4,3,1,1,1,5,1,3,4,"DK",0.613994479179382
4,3,2,1,1,4,1,2,4,"DK",0.429687649011612
4,2,4,2,2,4,2,1,4,"DK",1.7317967414856
3,4,3,4,2,4,2,2,4,"DK",2.53084993362427
3,2,1,2,2,4,2,2,2,"DK",0.298807710409164
3,3,3,2,2,4,2,2,3,"DK",0.639588594436646
NA,NA,NA,NA,NA,2,3,2,2,"DK",1.076819896698
4,3,1,1,1,4,2,2,3,"DK",1.04032707214355
4,4,4,2,1,5,1,1,4,"DK",0.639588594436646
4,3,2,2,2,5,2,2,4,"DK",3.47369503974915
4,4,2,2,1,4,1,2,4,"DK",1.30031871795654
3,3,3,2,1,2,2,4,3,"DK",1.04032707214355
4,3,4,2,1,5,1,2,4,"DK",0.599020481109619
2,3,4,3,2,4,2,2,4,"DK",0.757956624031067
4,3,4,2,1,4,2,2,3,"DK",0.69100683927536
4,4,4,4,1,4,2,3,5,"DK",1.076819896698
3,4,1,2,1,4,2,5,2,"DK",1.12476873397827
2,3,4,4,1,3,2,2,5,"DK",0.753583550453186
4,4,4,4,NA,1,2,2,2,"DK",2.53084993362427
4,2,4,3,1,4,1,1,4,"DK",0.757956624031067
4,4,1,1,1,4,1,1,5,"DK",0.464231073856354
4,2,1,1,1,2,2,1,5,"DK",0.292737066745758
3,3,1,1,3,4,2,2,4,"DK",0.757956624031067
3,3,2,2,2,2,2,2,3,"DK",1.03242754936218
2,2,2,2,2,3,2,2,2,"DK",0.962265491485596
3,4,3,1,1,3,2,3,4,"DK",0.435738354921341
4,3,2,1,1,4,2,2,2,"DK",0.738140404224396
3,3,4,2,3,4,2,2,2,"DK",0.613994479179382
4,4,2,2,2,4,2,2,3,"DK",0.95870977640152
3,3,2,3,2,4,2,2,4,"DK",2.0501537322998
3,2,2,1,1,2,3,2,4,"DK",0.418301582336426
4,2,2,4,3,3,2,1,3,"DK",1.08369302749634
4,3,2,2,1,4,2,2,4,"DK",1.03242754936218
4,4,4,2,2,4,2,1,2,"DK",0.59813666343689
4,3,2,1,1,4,2,1,3,"DK",0.618274569511414
4,4,4,1,1,5,1,2,5,"DK",1.20852220058441
3,3,1,1,1,2,2,2,2,"DK",1.076819896698
4,4,4,4,3,4,2,2,4,"DK",0.663354873657227
4,4,3,3,3,4,2,2,4,"DK",0.292737066745758
3,3,1,2,2,5,1,2,5,"DK",1.12476873397827
4,4,3,2,2,3,2,3,3,"DK",1.42703676223755
3,4,4,3,2,1,2,1,5,"DK",0.389874458312988
3,3,3,4,3,4,2,2,2,"DK",0.572268307209015
3,3,2,1,1,3,2,1,5,"DK",1.04833090305328
3,3,4,2,2,4,3,2,3,"DK",1.04032707214355
3,3,4,3,1,5,1,2,3,"DK",0.757956624031067
2,3,3,4,3,4,2,1,3,"DK",0.535969853401184
2,3,2,3,2,2,3,1,3,"DK",0.969627976417542
4,2,3,2,2,3,2,1,4,"DK",0.69100683927536
4,3,2,2,1,4,2,2,5,"DK",0.613994479179382
3,4,2,2,2,4,3,2,4,"DK",0.738140404224396
4,3,4,2,2,4,2,1,3,"DK",0.418301582336426
3,2,3,3,2,3,2,3,3,"DK",0.444774657487869
3,2,2,2,1,3,2,2,2,"DK",0.298807710409164
4,3,2,2,2,3,3,1,5,"DK",0.495896399021149
3,4,2,2,1,3,3,2,3,"DK",1.85806846618652
4,3,2,4,4,5,1,1,5,"DK",1.07546389102936
3,3,2,2,1,4,2,2,3,"DK",0.639588594436646
4,2,3,3,2,3,2,2,3,"DK",0.663354873657227
4,4,3,3,1,4,1,3,3,"DK",1.076819896698
4,4,1,1,1,5,1,2,4,"DK",0.757956624031067
4,4,3,2,2,3,1,1,4,"DK",1.52056014537811
2,2,3,2,2,2,2,1,2,"DK",1.08131897449493
3,3,2,1,1,4,1,1,4,"DK",1.07546389102936
2,2,3,3,3,4,2,2,NA,"DK",0.618274569511414
3,3,2,2,1,3,2,2,3,"DK",0.59813666343689
4,3,3,3,2,2,3,1,4,"DK",1.3967262506485
4,4,2,2,2,4,1,1,2,"DK",0.639588594436646
3,3,1,2,1,4,2,2,4,"DK",0.429687649011612
2,3,3,3,2,2,2,1,3,"DK",0.618274569511414
4,4,4,3,3,4,2,3,2,"DK",1.2122505903244
4,4,4,3,3,1,1,1,3,"DK",0.444774657487869
4,4,3,3,2,3,1,2,4,"DK",0.738140404224396
4,4,3,1,2,2,1,1,4,"DK",2.85386919975281
4,4,2,1,4,3,3,2,5,"DK",0.811907172203064
3,3,2,1,1,3,2,2,4,"DK",0.397959649562836
4,3,3,3,3,4,3,2,4,"DK",1.85806846618652
3,3,2,3,1,4,2,2,3,"DK",0.69100683927536
3,2,1,1,1,3,2,2,5,"DK",0.69100683927536
3,3,4,2,2,5,1,1,5,"DK",0.69100683927536
2,2,1,2,1,2,2,1,2,"DK",3.96581816673279
1,4,2,1,2,5,1,2,4,"DK",0.757956624031067
4,3,3,2,2,5,1,1,1,"DK",0.42697611451149
4,3,1,2,1,4,2,2,5,"DK",1.14171099662781
3,4,3,3,2,4,2,2,5,"DK",1.27683317661285
3,3,4,3,2,3,2,2,3,"DK",0.757956624031067
2,2,3,2,1,4,1,1,2,"DK",1.08131897449493
3,4,1,2,1,4,1,1,4,"DK",0.757956624031067
2,4,4,2,1,4,1,2,NA,"DK",0.298807710409164
3,2,2,3,2,3,2,4,3,"DK",1.076819896698
NA,NA,NA,NA,NA,2,2,3,2,"DK",1.12476873397827
NA,NA,NA,NA,NA,NA,NA,NA,NA,"DK",1.17165446281433
3,4,1,1,3,4,1,2,2,"DK",1.16016113758087
3,3,3,3,2,4,2,1,2,"DK",0.599020481109619
4,3,2,NA,1,5,1,2,3,"DK",0.639588594436646
4,4,2,2,2,1,3,1,5,"DK",0.435738354921341
3,4,3,1,2,4,2,1,4,"DK",0.757956624031067
3,4,2,1,2,5,2,2,2,"DK",0.708602488040924
4,3,4,4,1,4,1,3,2,"DK",0.757956624031067
4,4,4,2,2,2,2,2,3,"DK",0.298807710409164
3,3,3,3,3,3,2,2,3,"DK",1.00364112854004
4,4,2,4,2,3,2,2,3,"DK",0.854697167873383
2,2,4,3,2,2,3,2,2,"DK",0.796613216400146
4,2,1,2,1,4,3,2,4,"DK",0.728044867515564
3,2,2,NA,1,3,2,2,3,"DK",3.75565075874329
4,4,1,1,1,3,2,2,4,"DK",1.53678059577942
3,2,2,1,1,5,2,1,5,"DK",0.78955203294754
4,3,2,1,1,5,1,4,3,"DK",0.42697611451149
4,4,3,2,2,4,2,1,2,"DK",0.910217583179474
2,3,2,3,4,2,2,2,3,"DK",1.12476873397827
NA,NA,1,2,1,3,2,1,4,"DK",1.17165446281433
3,3,2,1,1,2,2,2,3,"DK",0.708602488040924
3,4,3,1,2,4,1,2,3,"DK",0.418301582336426
3,3,3,1,1,3,2,3,4,"DK",0.757956624031067
3,3,2,2,2,4,2,2,3,"DK",0.69100683927536
2,3,3,1,1,4,2,1,2,"DK",0.599020481109619
4,3,4,2,2,4,2,2,3,"DK",0.530435383319855
2,2,2,2,2,3,3,3,3,"DK",1.42703676223755
3,3,2,1,1,4,2,2,3,"DK",4
3,3,4,3,2,4,2,2,4,"DK",0.738140404224396
3,2,1,1,1,3,2,2,2,"DK",1.36993169784546
3,3,2,2,2,2,2,2,4,"DK",0.69100683927536
4,3,1,2,2,3,2,1,2,"DK",1.85806846618652
3,3,3,2,2,2,2,2,2,"DK",0.613994479179382
4,4,2,3,2,3,2,1,4,"DK",0.464231073856354
2,2,2,1,3,3,2,2,2,"DK",0.811907172203064
4,4,1,1,1,4,2,2,4,"DK",0.706447124481201
3,3,3,2,2,2,2,2,4,"DK",1.17165446281433
2,3,3,3,2,5,1,2,4,"DK",0.535969853401184
3,3,4,2,3,2,3,3,3,"DK",0.78955203294754
4,4,3,2,1,2,2,1,5,"DK",0.639588594436646
3,2,2,2,2,4,2,2,2,"DK",0.535969853401184
3,3,1,1,1,1,4,2,3,"DK",0.66044694185257
2,4,3,2,2,4,1,4,2,"DK",0.753583550453186
2,2,3,2,2,3,4,3,3,"DK",0.389874458312988
3,3,2,2,1,4,2,3,4,"DK",0.59813666343689
3,3,2,2,2,4,2,2,2,"DK",1.14171099662781
3,2,2,2,1,4,2,3,5,"DK",2.2149703502655
4,4,4,4,1,4,1,1,3,"DK",0.69100683927536
4,3,1,2,2,4,1,1,1,"DK",2.53084993362427
NA,NA,NA,NA,NA,NA,NA,NA,NA,"DK",1.00364112854004
4,3,2,2,2,4,1,1,4,"DK",1.92011559009552
4,4,2,2,2,2,2,2,3,"DK",0.42697611451149
4,3,2,2,1,2,2,2,4,"DK",1.42569100856781
1,1,3,1,3,5,4,4,5,"DK",1.14171099662781
3,3,3,4,3,1,3,1,5,"DK",0.444774657487869
3,4,2,3,2,5,1,1,5,"DK",0.444774657487869
3,3,3,3,1,2,4,1,5,"DK",1.42569100856781
3,3,2,2,2,4,1,3,2,"DK",1.04032707214355
4,4,2,2,1,4,2,2,3,"DK",0.464231073856354
4,4,3,1,1,5,1,2,2,"DK",1.63142907619476
2,2,4,1,2,3,2,2,4,"DK",0.298807710409164
3,4,3,NA,1,4,2,2,4,"DK",2.53084993362427
4,2,2,1,2,3,1,2,2,"DK",0.464231073856354
4,4,2,2,1,4,2,2,2,"DK",0.753583550453186
3,3,3,1,1,2,4,1,4,"DK",0.444774657487869
4,4,3,NA,NA,4,2,2,4,"DK",3.47369503974915
3,4,2,1,1,3,2,2,2,"DK",0.738140404224396
4,3,2,2,2,5,1,2,2,"DK",1.63142907619476
4,4,4,2,1,5,1,1,4,"DK",1.3967262506485
3,3,4,1,3,2,1,1,2,"DK",1.30064022541046
4,3,2,3,3,4,2,2,3,"DK",0.78955203294754
4,3,2,1,1,5,1,4,3,"DK",0.890325129032135
3,4,3,3,3,5,2,2,2,"DK",0.575049757957458
4,4,3,2,2,4,2,1,5,"DK",0.639588594436646
4,4,1,1,1,3,3,2,3,"DK",0.69100683927536
4,4,4,3,2,3,4,4,NA,"DK",0.708602488040924
3,3,2,1,1,4,2,2,2,"DK",1.03242754936218
4,2,2,4,2,4,2,2,3,"DK",0.787138938903809
NA,4,3,2,2,3,1,2,NA,"DK",1.00364112854004
3,3,4,2,1,4,2,2,4,"DK",0.890325129032135
3,3,2,2,1,3,2,2,2,"DK",0.572268307209015
3,4,3,3,2,4,2,2,2,"DK",0.738140404224396
4,4,3,3,1,4,2,2,5,"DK",0.787138938903809
3,3,4,4,2,1,2,1,5,"DK",0.292737066745758
3,3,3,3,2,3,4,2,4,"DK",1.17165446281433
4,3,1,1,1,4,2,2,3,"DK",0.69100683927536
4,3,2,3,3,4,2,4,3,"DK",0.42697611451149
3,3,2,1,1,4,1,2,4,"DK",0.639588594436646
4,3,1,2,1,4,3,2,4,"DK",4
4,4,2,2,2,3,2,2,4,"DK",3.75565075874329
4,4,3,2,2,4,3,2,3,"DK",0.418301582336426
4,3,2,2,2,3,3,1,5,"DK",0.618274569511414
4,4,3,2,1,4,2,2,4,"DK",2.53084993362427
4,4,2,1,1,4,1,2,2,"DK",1.00364112854004
4,4,2,2,2,NA,2,NA,5,"DK",0.708602488040924
1,1,4,3,3,4,4,1,4,"DK",1.1217075586319
3,3,2,2,2,4,2,2,4,"DK",0.444774657487869
3,4,1,2,1,3,2,2,4,"DK",0.728044867515564
4,4,NA,NA,NA,3,2,2,5,"DK",0.787138938903809
2,2,2,2,2,3,3,3,3,"DK",1.00364112854004
2,2,3,4,1,3,2,3,5,"DK",0.78955203294754
4,4,4,1,2,4,2,2,3,"DK",0.599020481109619
4,4,1,1,1,3,2,4,3,"DK",0.389874458312988
3,4,1,2,1,3,2,2,4,"DK",0.402432858943939
4,3,4,3,2,4,1,1,1,"DK",0.969627976417542
4,4,2,2,2,4,1,2,4,"DK",0.429687649011612
4,2,2,1,1,4,2,2,2,"DK",1.07546389102936
4,4,2,2,2,3,2,2,4,"DK",1.35485637187958
4,4,2,1,1,5,1,1,3,"DK",0.890325129032135
3,3,2,2,2,4,3,3,4,"DK",3.96581816673279
2,2,2,2,1,4,2,2,3,"DK",0.728044867515564
3,2,4,1,2,4,1,2,4,"DK",0.890325129032135
3,3,3,2,2,4,2,2,2,"DK",1.03242754936218
3,2,4,1,1,4,2,1,3,"DK",1.92011559009552
3,4,2,3,NA,2,2,1,3,"DK",0.757956624031067
3,3,4,3,1,4,2,2,3,"DK",0.854697167873383
4,3,1,3,2,3,2,2,3,"DK",1.17165446281433
4,4,1,2,1,4,2,1,3,"DK",0.618274569511414
4,2,1,1,1,1,2,2,4,"DK",0.389874458312988
4,3,3,1,1,4,2,2,3,"DK",1.00364112854004
NA,4,2,3,NA,2,2,2,4,"DK",2.53084993362427
4,4,4,3,3,4,2,2,2,"DK",0.639588594436646
4,4,2,3,3,4,1,2,2,"DK",0.530435383319855
4,2,3,1,NA,3,4,3,NA,"DK",1.12476873397827
4,3,3,2,4,3,1,1,1,"DK",1.1217075586319
3,4,NA,3,2,2,2,2,5,"DK",1.42569100856781
4,3,2,1,1,4,2,2,5,"DK",0.639588594436646
3,4,2,2,1,4,2,2,5,"DK",0.618274569511414
4,4,3,3,1,5,1,2,3,"DK",0.69100683927536
4,3,2,1,2,2,2,2,3,"DK",0.397959649562836
3,3,2,2,2,2,2,2,2,"DK",0.753583550453186
4,3,2,1,2,3,1,2,2,"DK",0.298807710409164
3,3,1,1,1,4,2,2,4,"DK",0.722516298294067
3,3,3,1,1,3,2,2,4,"DK",0.639588594436646
3,3,4,2,2,4,2,2,4,"DK",0.464231073856354
4,3,3,4,2,3,2,2,5,"DK",0.402432858943939
4,4,2,2,2,4,1,3,3,"DK",1.08131897449493
3,3,3,2,3,5,1,2,4,"DK",0.69100683927536
4,4,2,2,2,4,2,2,2,"DK",0.464231073856354
4,4,3,1,1,2,2,2,2,"DK",0.738140404224396
4,4,2,2,2,5,2,2,4,"DK",0.787138938903809
4,3,2,1,1,1,3,2,3,"DK",0.464231073856354
4,3,2,2,2,4,2,2,3,"DK",2.53084993362427
3,4,2,2,1,3,2,2,3,"DK",0.418301582336426
3,2,1,2,1,3,2,1,3,"DK",0.42697611451149
4,4,4,3,3,4,2,2,2,"DK",0.708602488040924
4,3,2,4,3,4,1,3,2,"DK",0.854697167873383
3,2,2,2,2,2,2,3,3,"DK",1.16016113758087
2,3,3,2,1,1,1,2,3,"DK",0.910217583179474
4,4,2,3,2,3,2,2,4,"DK",0.854697167873383
4,4,4,1,1,2,1,1,2,"DK",1.07546389102936
4,4,4,3,1,2,2,2,2,"DK",0.910217583179474
4,3,1,1,1,4,2,4,4,"DK",1.64883208274841
2,3,1,1,2,3,2,2,3,"DK",1.36993169784546
4,3,2,3,2,4,4,1,5,"DK",0.910217583179474
3,3,3,3,3,4,2,2,4,"DK",0.811907172203064
4,3,2,2,2,4,2,2,2,"DK",1.03242754936218
4,4,3,2,2,4,1,3,4,"DK",0.854697167873383
3,4,2,2,2,3,2,1,3,"DK",1.35485637187958
3,4,4,2,1,1,1,3,NA,"DK",3.75565075874329
4,4,2,3,2,4,1,2,4,"DK",0.722516298294067
4,3,3,2,1,2,2,3,NA,"DK",3.47369503974915
3,3,1,2,1,4,2,3,4,"DK",0.728044867515564
3,2,4,2,1,3,1,2,3,"DK",0.444774657487869
3,3,1,1,1,3,2,4,3,"DK",0.292737066745758
3,3,4,2,1,4,2,4,3,"DK",0.706447124481201
4,3,1,2,1,2,3,5,5,"DK",0.78955203294754
2,3,3,3,2,3,2,4,4,"DK",0.402432858943939
4,4,3,3,2,2,2,1,3,"DK",0.418301582336426
3,3,2,4,2,4,1,2,3,"DK",1.03242754936218
2,3,3,2,2,4,2,1,2,"DK",0.429687649011612
2,3,3,2,1,3,2,1,4,"DK",1.04032707214355
3,4,2,2,2,4,2,2,4,"DK",0.435738354921341
4,4,3,2,2,5,2,2,4,"DK",0.530435383319855
4,4,3,3,2,4,2,2,4,"DK",0.69100683927536
4,4,2,2,1,5,5,2,2,"DK",0.854697167873383
