"recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","cntry","pspwght"
2,3,3,2,2,1,2,2,4,"RS",0.704675137996674
4,4,3,NA,2,2,2,3,4,"RS",0.684392750263214
4,4,3,3,2,4,1,2,4,"RS",2.70239496231079
4,4,4,NA,NA,1,2,1,1,"RS",1.81478548049927
1,2,4,1,2,2,2,2,4,"RS",1.36967551708221
1,1,1,1,2,1,1,1,5,"RS",0.455497533082962
4,1,NA,1,1,4,2,2,4,"RS",0.346393287181854
2,2,3,2,3,4,4,2,3,"RS",0.310915738344193
3,4,4,2,3,2,2,2,4,"RS",0.0451067760586739
2,2,1,NA,1,1,2,3,3,"RS",1.04251396656036
2,1,1,1,1,1,4,4,4,"RS",0.539328038692474
3,3,3,2,1,4,2,2,4,"RS",1.66491663455963
3,3,2,NA,2,2,2,2,4,"RS",2.41971254348755
3,3,2,1,1,4,2,2,3,"RS",2.63120484352112
3,3,3,NA,NA,3,2,2,4,"RS",1.19104087352753
2,2,4,1,1,2,2,2,2,"RS",1.43450093269348
3,3,3,1,1,2,1,2,4,"RS",1.91266858577728
3,3,4,1,2,4,2,2,2,"RS",1.7865617275238
3,3,4,NA,2,1,2,2,3,"RS",0.978536546230316
3,3,3,3,3,3,3,3,3,"RS",0.658451080322266
4,4,3,1,1,3,2,2,3,"RS",0.33435907959938
1,1,4,4,4,1,2,3,5,"RS",0.678230166435242
1,1,4,1,1,2,2,1,4,"RS",0.394543766975403
2,2,3,1,3,2,2,2,4,"RS",0.0443575829267502
1,3,4,1,1,5,5,1,5,"RS",0.762912750244141
4,4,4,2,3,2,2,2,3,"RS",1.04392576217651
2,2,2,NA,2,2,2,2,3,"RS",0.253319144248962
2,2,4,1,2,4,2,2,2,"RS",3.11358165740967
1,1,4,3,3,2,1,2,5,"RS",0.406236290931702
3,3,4,3,4,1,4,1,5,"RS",0.745826423168182
2,3,4,1,2,4,2,2,5,"RS",0.789087533950806
2,3,4,1,1,3,2,2,4,"RS",1.92457163333893
3,2,4,2,2,1,2,2,5,"RS",0.622716188430786
1,3,4,2,4,1,3,1,5,"RS",1.18363130092621
4,4,4,4,4,1,1,1,1,"RS",0.26556408405304
2,2,4,2,2,2,2,2,3,"RS",0.621831476688385
1,1,4,NA,NA,1,1,1,2,"RS",0.742993116378784
2,2,3,1,1,2,2,2,4,"RS",0.515332281589508
1,1,3,1,2,3,2,2,NA,"RS",0.26556408405304
2,2,3,NA,2,2,2,2,4,"RS",0.513156831264496
2,2,3,2,1,2,2,2,5,"RS",1.59958171844482
3,2,4,2,2,3,2,1,4,"RS",0.966105997562408
1,1,4,1,4,5,1,1,5,"RS",0.572799265384674
2,3,4,NA,2,4,2,2,5,"RS",0.310915738344193
4,4,4,NA,3,3,2,2,2,"RS",0.90277624130249
3,3,3,1,1,4,1,1,2,"RS",2.96307492256165
4,4,4,1,2,1,1,1,1,"RS",0.789087533950806
2,2,4,3,2,1,1,1,4,"RS",1.19968581199646
2,2,3,4,2,3,2,2,4,"RS",0.260981440544128
1,1,3,NA,NA,2,2,2,4,"RS",0.406236290931702
4,2,1,2,1,2,2,2,3,"RS",1.93533325195312
3,3,3,4,3,1,1,1,2,"RS",2.43576526641846
3,3,4,2,3,2,2,2,3,"RS",0.704197466373444
2,4,3,1,2,5,1,3,5,"RS",0.65780121088028
1,1,4,NA,1,4,2,3,3,"RS",0.29708257317543
3,3,3,NA,1,2,2,2,4,"RS",0.531128168106079
4,4,2,NA,NA,4,2,2,2,"RS",0.589374780654907
2,2,3,NA,1,3,2,2,4,"RS",0.811921894550323
1,2,4,3,3,4,2,2,5,"RS",2.98330569267273
4,3,4,1,1,4,2,NA,NA,"RS",0.505147099494934
1,2,4,NA,2,2,2,2,NA,"RS",0.310915738344193
2,3,4,1,1,2,3,2,4,"RS",0.572326004505157
3,3,4,NA,3,3,1,2,5,"RS",0.595520436763763
3,2,4,NA,1,2,2,3,4,"RS",0.540242731571198
3,2,4,1,2,4,2,4,4,"RS",0.342196375131607
1,1,3,NA,NA,3,3,2,4,"RS",0.594165146350861
2,2,3,4,3,3,2,2,4,"RS",0.911721765995026
3,3,4,3,3,1,1,3,4,"RS",1.03847527503967
1,3,2,NA,3,3,3,3,3,"RS",0.399218261241913
2,3,4,2,2,4,1,1,4,"RS",0.455860882997513
2,1,4,NA,2,2,2,1,4,"RS",2.55283236503601
1,1,4,3,4,1,1,2,5,"RS",0.256578415632248
4,4,3,NA,NA,2,2,3,3,"RS",0.346158504486084
2,2,1,4,3,3,1,3,2,"RS",1.5454580783844
1,1,4,4,1,2,1,1,5,"RS",0.406236290931702
2,2,3,NA,1,4,2,4,3,"RS",0.799790859222412
3,3,2,3,2,2,1,2,4,"RS",0.641523599624634
4,4,3,NA,2,2,1,2,5,"RS",1.2539359331131
3,3,4,NA,2,1,1,1,4,"RS",0.718471884727478
2,1,3,1,2,1,2,2,5,"RS",1.05629622936249
1,1,4,2,3,3,1,3,3,"RS",2.2374804019928
2,2,1,1,1,3,2,4,3,"RS",0.346158504486084
4,4,2,2,3,4,3,3,3,"RS",1.17747378349304
3,4,4,1,2,2,2,2,3,"RS",3.22774314880371
1,1,3,NA,3,2,2,3,2,"RS",1.59958171844482
1,1,1,NA,2,2,1,2,4,"RS",1.14436936378479
4,4,4,NA,2,5,1,1,1,"RS",0.900798201560974
2,2,4,2,1,1,2,2,4,"RS",0.29708257317543
2,2,4,NA,1,3,1,1,5,"RS",0.62288624048233
3,3,2,1,3,2,1,2,2,"RS",1.76621103286743
3,3,3,1,2,3,2,2,4,"RS",1.19104087352753
4,4,4,NA,NA,2,2,2,4,"RS",0.769013702869415
2,2,2,2,2,2,2,2,4,"RS",0.3341324031353
2,3,4,1,2,3,2,2,3,"RS",1.87620985507965
2,2,4,1,3,4,2,3,2,"RS",0.789087533950806
NA,NA,4,NA,NA,1,2,1,3,"RS",0.769735336303711
3,3,3,1,3,2,1,2,3,"RS",1.35656142234802
3,3,4,1,2,2,2,2,4,"RS",0.346393287181854
3,3,4,2,2,2,2,2,3,"RS",0.352098733186722
1,1,4,NA,4,2,1,1,4,"RS",1.17874956130981
4,4,1,2,NA,4,1,4,2,"RS",0.391868084669113
2,2,4,1,2,4,4,2,4,"RS",1.68477237224579
3,3,NA,NA,1,3,2,2,4,"RS",0.352098733186722
3,2,4,1,2,2,2,2,3,"RS",0.531128168106079
3,4,4,2,1,3,1,2,5,"RS",0.65780121088028
NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS",0.0299626607447863
2,3,3,1,3,1,1,2,3,"RS",1.31560242176056
1,1,3,1,1,2,2,2,4,"RS",3.77257394790649
1,1,2,NA,2,2,2,2,5,"RS",0.359845221042633
2,3,4,4,2,2,2,2,3,"RS",2.86163067817688
2,3,4,2,1,4,2,2,3,"RS",2.30222702026367
NA,NA,NA,4,4,1,1,NA,1,"RS",0.26556408405304
2,1,3,NA,2,2,3,2,4,"RS",0.601809859275818
2,3,4,1,1,2,4,2,4,"RS",0.336423188447952
2,4,4,4,4,5,5,5,5,"RS",0.911571264266968
2,4,2,NA,2,2,1,2,4,"RS",0.539328038692474
1,3,4,1,1,2,2,2,4,"RS",0.808992087841034
4,4,3,2,1,1,3,1,4,"RS",2.60628581047058
NA,NA,NA,NA,NA,2,NA,NA,5,"RS",2.46867561340332
2,3,4,1,3,2,2,2,2,"RS",1.12318122386932
4,3,4,2,3,2,2,2,5,"RS",0.704675137996674
3,4,3,3,2,3,1,1,4,"RS",0.684392750263214
1,1,4,2,3,2,3,2,3,"RS",1.5358589887619
2,2,2,NA,2,NA,2,2,NA,"RS",2.01264715194702
1,1,4,2,2,3,3,3,3,"RS",1.74202787876129
2,3,4,3,2,2,2,2,4,"RS",0.260981440544128
2,2,3,1,1,4,1,2,4,"RS",2.38046646118164
2,2,4,3,4,3,4,4,4,"RS",1.04251396656036
4,3,3,3,3,3,4,2,3,"RS",0.435506969690323
3,3,3,1,1,4,2,2,5,"RS",1.71098184585571
3,3,1,NA,1,2,3,2,NA,"RS",0.406236290931702
1,1,2,NA,1,2,2,3,3,"RS",0.539328038692474
3,3,3,1,3,3,3,3,3,"RS",1.27425467967987
3,3,3,3,1,3,1,4,2,"RS",3.77257394790649
2,2,4,2,3,2,1,1,5,"RS",1.40935027599335
4,4,4,4,4,2,2,2,4,"RS",0.215652570128441
1,2,4,1,1,3,2,3,3,"RS",0.966105997562408
2,2,4,NA,3,2,2,2,2,"RS",0.531128168106079
3,4,4,1,2,3,2,2,4,"RS",0.540242731571198
3,2,4,NA,1,NA,1,1,4,"RS",0.799790859222412
2,2,3,2,2,2,2,2,4,"RS",1.01109099388123
2,1,3,2,4,5,1,1,4,"RS",0.798436522483826
2,2,3,1,3,5,1,1,4,"RS",0.455860882997513
4,3,4,NA,3,3,2,3,4,"RS",1.28304719924927
3,4,3,2,2,4,1,2,5,"RS",0.812472581863403
2,1,1,1,3,5,5,5,5,"RS",0.798436522483826
2,2,4,1,1,2,2,2,2,"RS",0.512675821781158
4,4,4,4,3,2,2,2,4,"RS",0.704675137996674
1,1,4,1,2,3,1,2,3,"RS",0.811921894550323
3,2,2,1,1,1,3,4,4,"RS",0.294687390327454
3,3,3,NA,1,2,2,2,2,"RS",0.3341324031353
3,3,3,2,1,1,1,1,3,"RS",0.265114486217499
1,1,4,NA,NA,3,2,2,3,"RS",1.48222506046295
1,1,3,2,1,4,2,4,4,"RS",0.346393287181854
1,2,4,1,1,1,1,1,2,"RS",0.913117349147797
4,4,4,1,3,2,2,2,4,"RS",0.512675821781158
3,3,4,NA,2,3,2,2,3,"RS",0.540242731571198
2,3,3,3,3,2,2,2,2,"RS",2.35494756698608
2,2,4,NA,1,2,1,1,4,"RS",2.31818747520447
2,3,2,2,2,2,2,2,4,"RS",0.431305140256882
4,4,4,1,1,1,1,2,3,"RS",0.594165146350861
4,3,4,2,1,3,1,2,3,"RS",1.184739112854
4,4,3,2,3,3,2,1,4,"RS",2.30378890037537
3,3,3,1,1,2,2,2,2,"RS",1.01029419898987
1,1,4,NA,NA,1,1,1,NA,"RS",0.78294438123703
3,2,2,3,3,1,2,3,4,"RS",1.32557249069214
3,3,2,2,2,2,2,2,4,"RS",0.884662210941315
2,2,4,NA,4,2,2,NA,4,"RS",0.515332281589508
3,3,4,2,1,4,4,2,5,"RS",0.988150000572205
2,2,3,4,1,2,2,2,3,"RS",1.04392576217651
1,2,4,3,3,3,1,1,5,"RS",1.00926959514618
1,1,4,1,1,4,4,3,5,"RS",0.253319144248962
3,3,2,1,3,2,1,1,4,"RS",0.684392750263214
4,4,4,3,3,2,2,2,4,"RS",0.455785632133484
3,3,2,1,1,2,2,2,4,"RS",2.60805344581604
3,2,4,NA,1,4,2,4,2,"RS",1.17548036575317
2,3,4,3,3,5,2,3,4,"RS",0.65780121088028
3,3,4,1,2,3,2,1,3,"RS",2.30378890037537
2,4,1,3,3,3,4,3,4,"RS",0.655281603336334
3,3,NA,NA,1,1,1,1,NA,"RS",1.32782053947449
3,3,3,1,2,2,1,3,2,"RS",0.310915738344193
NA,1,1,2,1,4,4,4,4,"RS",1.04251396656036
1,1,3,3,2,1,2,2,5,"RS",0.594165146350861
2,2,2,2,2,4,2,2,NA,"RS",1.89262223243713
3,3,NA,NA,2,2,2,2,2,"RS",0.247664451599121
3,3,2,1,1,2,3,2,3,"RS",2.56609439849854
4,4,4,1,1,3,3,2,4,"RS",0.311443120241165
2,1,1,NA,2,4,5,5,NA,"RS",0.799790859222412
3,3,3,1,2,4,2,3,5,"RS",0.684392750263214
NA,3,3,NA,2,4,2,1,4,"RS",1.51991450786591
4,3,4,1,2,2,2,2,2,"RS",0.300904929637909
2,2,2,NA,2,4,2,2,4,"RS",0.455860882997513
4,4,4,NA,1,2,1,1,1,"RS",0.253319144248962
2,2,4,NA,2,1,2,1,1,"RS",0.513156831264496
4,4,4,3,2,1,4,3,4,"RS",1.00239717960358
3,3,2,NA,1,4,4,3,2,"RS",0.882221102714539
4,4,4,NA,1,NA,2,2,3,"RS",0.512675821781158
3,3,3,NA,4,1,1,3,2,"RS",0.505545496940613
2,2,2,2,2,2,2,2,2,"RS",1.32782053947449
1,2,2,2,2,2,2,1,3,"RS",0.515332281589508
2,2,4,1,3,2,2,2,5,"RS",0.531128168106079
1,1,3,1,1,1,1,2,5,"RS",1.02631366252899
2,3,3,1,2,1,1,2,4,"RS",1.27986562252045
4,NA,3,2,2,3,2,3,3,"RS",0.539328038692474
1,1,2,1,1,1,2,2,3,"RS",1.19023323059082
2,1,3,NA,1,2,1,1,3,"RS",0.704197466373444
2,2,4,2,2,2,2,2,4,"RS",0.798436522483826
2,2,2,NA,2,3,2,2,4,"RS",3.32983326911926
1,1,4,NA,4,5,1,2,5,"RS",0.506638288497925
3,3,3,2,2,1,2,1,4,"RS",0.891247868537903
2,NA,4,NA,4,4,2,4,2,"RS",2.97558331489563
3,3,3,NA,NA,2,2,2,1,"RS",0.48903688788414
3,3,4,NA,3,2,2,2,2,"RS",0.742993116378784
2,2,4,NA,2,3,3,3,NA,"RS",0.255903899669647
2,3,4,1,3,2,2,4,4,"RS",0.772668063640594
4,4,2,NA,3,1,1,1,3,"RS",0.684392750263214
1,1,4,3,2,1,1,4,4,"RS",1.36967551708221
1,1,1,1,1,4,2,2,3,"RS",0.29488742351532
1,1,4,3,4,2,1,3,4,"RS",1.43938088417053
2,3,3,3,3,2,2,2,2,"RS",0.518372714519501
1,1,4,3,1,3,4,4,4,"RS",0.505545496940613
3,2,4,3,1,2,2,2,2,"RS",3.04763746261597
2,2,3,NA,2,2,1,NA,4,"RS",0.589374780654907
2,3,2,4,3,1,1,2,5,"RS",0.762912750244141
2,4,4,1,1,2,2,2,3,"RS",1.80159640312195
2,2,4,NA,2,3,1,1,5,"RS",0.540242731571198
2,2,3,1,3,3,2,2,2,"RS",0.406236290931702
3,3,2,1,1,1,2,1,3,"RS",0.346158504486084
3,3,4,NA,3,2,2,4,3,"RS",0.913117349147797
3,3,4,2,3,1,2,2,4,"RS",1.036745429039
4,4,4,2,3,3,2,1,2,"RS",1.36735665798187
4,3,3,2,1,1,1,2,4,"RS",1.97965264320374
1,1,4,2,2,3,2,2,4,"RS",0.513156831264496
2,4,4,1,1,2,2,1,2,"RS",0.641523599624634
2,4,4,3,1,1,1,2,4,"RS",1.5358589887619
3,3,4,NA,NA,2,2,2,4,"RS",0.256337910890579
1,1,2,1,2,2,2,2,4,"RS",0.310915738344193
2,3,4,2,2,2,2,3,4,"RS",0.394543766975403
3,3,4,1,1,2,2,2,4,"RS",0.352098733186722
2,2,2,2,2,2,2,2,4,"RS",0.692317008972168
4,3,4,NA,NA,1,3,2,NA,"RS",0.256578415632248
1,1,4,4,2,4,1,1,5,"RS",0.626967966556549
1,2,4,NA,NA,2,2,2,4,"RS",0.976109683513641
2,3,3,NA,1,3,4,3,2,"RS",1.15675902366638
3,4,3,1,2,1,3,1,5,"RS",1.20985627174377
2,2,3,NA,NA,2,1,1,4,"RS",1.28833091259003
3,3,3,NA,3,2,2,2,2,"RS",0.78294438123703
1,1,4,1,2,1,2,1,4,"RS",1.76168811321259
4,1,1,1,1,5,1,4,5,"RS",1.35830807685852
3,3,4,1,3,1,2,2,5,"RS",0.539328038692474
3,3,4,NA,4,4,2,2,3,"RS",0.456558674573898
4,4,4,3,3,5,1,5,2,"RS",0.310915738344193
4,4,4,1,2,2,5,1,4,"RS",1.21870911121368
2,3,1,1,1,3,2,2,3,"RS",3.57312345504761
3,3,4,1,2,4,2,3,4,"RS",0.604928135871887
2,2,4,2,2,2,2,2,4,"RS",0.62288624048233
3,4,4,4,4,1,1,1,5,"RS",1.00307726860046
1,1,3,NA,2,2,2,2,4,"RS",0.521962881088257
2,3,4,NA,1,1,1,2,5,"RS",0.704197466373444
NA,2,1,NA,NA,2,3,2,4,"RS",0.822334289550781
1,3,4,4,3,5,2,3,1,"RS",1.28304719924927
1,1,4,4,3,1,2,2,2,"RS",0.48903688788414
2,2,4,1,1,2,2,3,3,"RS",0.9441859126091
NA,NA,4,NA,NA,1,1,1,5,"RS",0.265114486217499
4,4,3,2,3,3,1,3,2,"RS",0.495328903198242
1,1,2,1,3,1,1,1,4,"RS",2.58044505119324
2,2,3,1,3,2,1,2,3,"RS",0.451388120651245
4,3,4,2,2,2,4,2,4,"RS",0.718471884727478
2,2,3,1,1,3,2,2,5,"RS",0.270121365785599
1,1,3,4,2,2,2,3,5,"RS",1.48473870754242
4,4,4,3,1,2,2,1,4,"RS",0.704675137996674
1,1,4,1,1,4,1,4,4,"RS",1.04322135448456
3,3,4,2,3,2,2,2,2,"RS",1.15675902366638
4,4,4,NA,2,1,1,2,2,"RS",0.521962881088257
2,2,3,1,3,2,1,2,5,"RS",0.3341324031353
3,3,3,2,2,2,2,2,4,"RS",1.2539359331131
1,3,1,3,3,2,1,4,5,"RS",0.495328903198242
3,2,2,1,1,2,2,2,4,"RS",2.73935103416443
1,3,2,3,2,2,4,2,4,"RS",1.46711015701294
4,4,4,NA,4,5,5,5,5,"RS",1.55775570869446
2,2,4,2,2,3,1,1,4,"RS",1.06045794487
3,3,4,1,3,2,2,2,3,"RS",0.512675821781158
4,4,4,NA,2,2,1,1,4,"RS",1.67179536819458
4,4,4,4,4,1,1,2,5,"RS",0.405960947275162
2,2,3,3,3,3,3,3,3,"RS",0.29708257317543
2,2,4,NA,2,2,2,2,NA,"RS",0.26556408405304
2,3,2,4,2,2,2,4,4,"RS",0.260981440544128
3,3,4,1,1,1,2,2,5,"RS",0.58977484703064
1,1,4,1,4,2,2,3,4,"RS",0.718471884727478
4,4,3,1,1,2,2,1,2,"RS",1.6457839012146
4,3,2,1,2,5,1,1,4,"RS",1.18273341655731
4,4,4,2,2,2,2,2,4,"RS",2.02638936042786
2,2,3,2,2,3,3,4,5,"RS",0.506638288497925
2,2,4,1,2,1,1,2,4,"RS",1.32107174396515
2,2,4,3,2,2,1,2,4,"RS",0.0661689341068268
1,1,4,1,2,3,2,2,4,"RS",1.93182289600372
1,1,3,1,3,4,1,2,4,"RS",0.023961391299963
2,2,4,4,3,2,2,1,5,"RS",0.911721765995026
3,3,4,NA,3,2,2,2,3,"RS",2.03484225273132
1,3,3,NA,3,2,2,2,2,"RS",1.01109099388123
2,2,4,2,3,1,1,2,5,"RS",2.40904474258423
2,2,4,4,3,2,2,2,4,"RS",0.334141761064529
3,3,3,1,1,4,4,4,4,"RS",0.978536546230316
2,2,3,NA,2,2,2,2,5,"RS",0.0542283244431019
3,3,3,1,3,2,2,2,4,"RS",0.692786574363708
3,2,4,NA,2,4,2,4,4,"RS",0.270121365785599
3,3,2,3,3,4,2,2,2,"RS",0.257666140794754
3,1,3,2,2,4,2,3,3,"RS",0.256578415632248
2,2,3,2,2,2,4,2,4,"RS",0.495328903198242
3,3,3,1,1,2,2,3,3,"RS",0.451388120651245
1,2,4,NA,2,4,2,2,4,"RS",1.49165284633636
2,2,3,2,3,2,2,2,3,"RS",1.29109752178192
2,4,3,4,3,3,1,1,5,"RS",0.62288624048233
4,4,4,2,1,2,2,2,4,"RS",0.483052998781204
3,3,1,NA,1,2,2,2,2,"RS",0.704675137996674
2,4,3,1,1,1,1,1,5,"RS",1.31560242176056
2,2,4,1,1,4,4,2,3,"RS",0.346158504486084
1,2,4,NA,3,1,2,2,4,"RS",1.14465200901031
1,2,3,2,2,2,2,3,4,"RS",1.04322135448456
4,4,4,4,1,1,1,1,1,"RS",0.334141761064529
1,2,4,NA,NA,3,4,3,3,"RS",1.59958171844482
3,2,4,2,3,4,4,2,3,"RS",0.435506969690323
1,2,4,3,2,4,2,2,4,"RS",0.455860882997513
3,3,4,NA,3,NA,2,NA,4,"RS",1.5454580783844
2,3,4,2,2,1,1,1,5,"RS",0.455860882997513
4,4,4,4,4,2,2,2,2,"RS",0.260981440544128
1,1,4,NA,1,4,2,NA,2,"RS",1.32107174396515
4,4,4,4,4,4,2,1,4,"RS",0.506597340106964
4,4,4,1,1,1,4,1,5,"RS",0.672846376895905
4,4,4,3,2,3,1,1,1,"RS",0.336423188447952
4,4,4,3,3,3,1,1,1,"RS",0.789087533950806
1,3,3,1,2,2,2,2,2,"RS",1.02535164356232
2,2,3,4,2,2,2,2,3,"RS",0.704675137996674
1,2,3,3,3,2,1,1,4,"RS",0.871013939380646
3,3,4,2,2,2,2,2,4,"RS",1.19968581199646
3,3,4,1,2,1,NA,1,2,"RS",3.99998426437378
3,3,4,1,1,5,3,1,4,"RS",2.02638936042786
3,3,3,3,3,2,1,2,3,"RS",0.260981440544128
1,2,4,NA,NA,2,2,2,5,"RS",0.3341324031353
1,1,1,NA,1,2,2,2,2,"RS",1.82314252853394
1,2,4,NA,2,2,1,3,2,"RS",1.01109099388123
2,2,2,1,2,4,3,4,4,"RS",0.300904929637909
1,1,1,1,1,1,4,4,3,"RS",2.30679035186768
3,3,4,2,1,2,2,2,4,"RS",0.435506969690323
4,4,4,NA,NA,3,2,3,3,"RS",0.62288624048233
2,2,4,1,4,4,3,2,1,"RS",1.88090443611145
2,3,4,3,3,3,2,3,4,"RS",1.8883718252182
1,1,1,1,1,1,1,1,5,"RS",1.01109099388123
3,3,4,1,1,1,1,1,5,"RS",1.29109752178192
NA,NA,4,4,4,1,5,1,5,"RS",0.336423188447952
4,4,4,NA,3,NA,2,4,4,"RS",1.19968581199646
3,4,4,1,3,2,2,2,4,"RS",3.55533885955811
1,2,4,1,2,3,1,4,4,"RS",1.56377160549164
2,2,3,4,2,3,2,1,5,"RS",0.269664019346237
1,3,3,4,3,4,1,4,3,"RS",0.506597340106964
2,3,4,NA,3,2,1,2,5,"RS",0.405960947275162
2,2,3,1,2,2,2,2,2,"RS",2.30222702026367
2,2,4,2,3,1,2,4,4,"RS",0.891247868537903
2,2,3,3,2,2,2,2,3,"RS",0.247664451599121
4,4,4,4,3,2,2,2,3,"RS",0.938741385936737
3,4,4,1,1,4,4,4,4,"RS",0.399218261241913
4,3,2,1,3,1,1,2,2,"RS",0.311443120241165
2,2,3,1,3,5,1,2,4,"RS",0.455860882997513
1,1,3,2,2,3,2,2,4,"RS",2.73471331596375
4,1,4,1,4,2,2,2,2,"RS",0.346158504486084
1,2,4,NA,1,4,4,4,4,"RS",0.310915738344193
1,2,3,2,4,2,1,2,4,"RS",1.01319468021393
3,4,2,NA,NA,3,1,2,NA,"RS",0.913117349147797
3,4,4,1,1,2,1,3,NA,"RS",0.81036388874054
3,3,4,1,NA,NA,2,4,NA,"RS",2.25128579139709
3,3,4,1,2,4,1,2,2,"RS",0.684392750263214
4,3,3,4,3,1,1,2,5,"RS",1.19023323059082
2,NA,NA,NA,NA,5,1,1,4,"RS",0.359235942363739
2,2,4,NA,1,2,2,4,4,"RS",1.18363130092621
3,4,2,2,1,4,2,2,4,"RS",2.49737429618835
2,1,3,NA,NA,2,1,3,5,"RS",0.811921894550323
2,3,4,NA,3,4,4,4,5,"RS",1.17548036575317
4,4,3,1,1,4,1,2,4,"RS",1.14559853076935
3,3,3,3,2,2,2,2,4,"RS",1.6457839012146
1,2,4,NA,2,3,1,NA,5,"RS",1.59958171844482
4,4,2,2,2,5,1,1,5,"RS",1.14891457557678
3,1,3,1,2,3,4,2,3,"RS",1.82858276367188
4,4,4,2,2,2,2,3,NA,"RS",0.256337910890579
2,3,2,2,3,2,2,2,4,"RS",0.58977484703064
3,3,4,2,2,2,2,2,4,"RS",2.54237174987793
3,3,2,1,3,4,2,3,2,"RS",1.15675902366638
4,4,4,NA,1,1,1,1,1,"RS",1.20985627174377
2,2,2,1,3,3,2,2,4,"RS",1.18363130092621
4,2,3,NA,1,4,1,4,3,"RS",2.13320302963257
2,1,3,NA,1,4,1,2,4,"RS",1.19968581199646
4,2,4,4,1,2,2,1,3,"RS",0.506638288497925
4,4,4,4,4,4,1,1,4,"RS",0.900798201560974
4,4,4,NA,NA,NA,4,2,NA,"RS",0.256578415632248
NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS",0.300904929637909
2,3,3,NA,NA,2,2,2,4,"RS",0.352098733186722
3,4,3,1,4,2,2,1,4,"RS",0.0730890110135078
2,2,4,1,2,4,2,3,5,"RS",2.73935103416443
NA,NA,NA,NA,NA,NA,1,1,5,"RS",0.641523599624634
2,2,3,3,3,2,2,2,4,"RS",0.469370692968369
4,4,4,4,4,1,2,3,5,"RS",0.658897697925568
3,3,1,3,3,2,2,2,5,"RS",0.684392750263214
2,2,4,4,2,1,1,1,4,"RS",1.19104087352753
3,2,4,1,1,2,2,2,4,"RS",0.762912750244141
2,1,4,1,1,2,2,2,4,"RS",2.55973124504089
4,4,4,2,3,1,1,1,1,"RS",0.33435907959938
3,3,2,1,1,1,1,1,5,"RS",0.913117349147797
2,3,3,NA,NA,2,2,2,5,"RS",0.953413903713226
4,4,2,1,2,1,2,2,5,"RS",0.33435907959938
2,2,4,1,1,1,2,2,5,"RS",1.19765508174896
1,3,4,4,4,4,1,2,5,"RS",0.594165146350861
3,3,4,2,2,4,2,3,4,"RS",2.30378890037537
2,2,4,NA,2,2,2,2,4,"RS",2.13320302963257
4,3,2,1,1,2,1,2,5,"RS",0.521962881088257
2,2,3,1,1,2,2,2,4,"RS",1.82858276367188
3,4,3,NA,3,4,1,2,4,"RS",0.900798201560974
4,4,4,2,3,2,1,2,4,"RS",0.521962881088257
1,2,4,4,4,2,2,2,4,"RS",0.405960947275162
1,NA,4,1,4,3,4,1,4,"RS",3.66092133522034
2,2,4,3,4,2,2,2,2,"RS",0.913117349147797
2,2,4,2,2,4,2,4,4,"RS",1.56747233867645
4,3,4,1,2,2,1,1,4,"RS",1.24577248096466
1,2,3,1,3,2,2,2,4,"RS",1.56377160549164
2,2,3,4,NA,1,2,1,4,"RS",0.512675821781158
2,3,3,1,3,3,2,3,3,"RS",2.42549347877502
2,2,4,NA,3,2,2,3,3,"RS",0.352098733186722
3,3,1,1,1,2,2,2,2,"RS",1.64466857910156
1,1,2,1,2,2,2,3,5,"RS",1.19023323059082
1,1,4,2,3,3,1,4,4,"RS",0.515332281589508
NA,3,2,2,4,3,3,3,3,"RS",2.94368481636047
2,2,4,2,3,1,4,4,5,"RS",2.64666199684143
2,2,1,NA,1,4,2,2,5,"RS",0.405960947275162
3,3,4,2,1,4,2,3,2,"RS",1.04322135448456
4,4,2,NA,3,2,4,3,4,"RS",0.311443120241165
3,3,4,1,1,2,2,3,NA,"RS",0.29708257317543
3,NA,NA,NA,NA,1,1,1,4,"RS",0.311443120241165
1,1,1,1,NA,5,5,4,4,"RS",0.0435408912599087
1,1,2,2,2,1,1,2,4,"RS",0.589374780654907
2,NA,NA,NA,1,2,2,2,2,"RS",1.51544094085693
NA,2,3,NA,1,1,1,2,4,"RS",0.530228972434998
1,3,4,1,4,2,1,2,5,"RS",1.36758232116699
3,3,3,2,2,2,2,2,2,"RS",0.988150000572205
2,2,3,3,1,3,4,2,1,"RS",0.988150000572205
1,2,3,2,2,2,2,2,2,"RS",1.13011145591736
4,4,4,3,4,2,2,2,5,"RS",0.399218261241913
2,4,1,NA,4,1,3,3,1,"RS",0.67975127696991
3,3,2,1,2,2,2,2,2,"RS",1.76322102546692
4,4,3,NA,1,3,1,3,NA,"RS",0.256337910890579
1,1,2,NA,3,4,2,2,4,"RS",0.343252956867218
1,1,4,1,1,2,1,4,4,"RS",2.28930401802063
1,4,4,NA,4,2,3,1,NA,"RS",0.796692371368408
2,2,2,NA,1,2,2,2,4,"RS",0.871013939380646
3,4,4,3,2,3,2,2,2,"RS",1.14465200901031
4,2,3,2,3,4,3,4,4,"RS",0.521962881088257
2,2,2,2,2,2,2,2,4,"RS",0.811921894550323
2,2,3,1,1,4,2,2,5,"RS",0.469370692968369
2,3,4,1,2,2,2,1,4,"RS",1.1756044626236
